time,vx,vy,yaw,duty
1.028385019302368164e+01,9.060825231703099059e-01,4.025802407789869086e-02,6.993562934677553800e-02,5.500000000000000028e-02
1.029172444343566895e+01,9.136636516795249019e-01,4.125926139853058200e-02,7.008214281811596391e-02,5.500000000000000028e-02
1.030054950714111328e+01,9.040321987701366302e-01,4.177908394941517306e-02,7.075956930138235790e-02,5.500000000000000028e-02
1.030825996398925781e+01,9.057684974783605236e-01,4.362273280816410248e-02,7.159407189045170761e-02,5.500000000000000028e-02
1.031717896461486816e+01,9.027848357882246599e-01,4.549553543384735749e-02,7.229388181395493551e-02,5.500000000000000028e-02
1.032531261444091797e+01,9.031391220764494188e-01,4.809326063626441494e-02,7.267229487085954953e-02,5.500000000000000028e-02
1.033413410186767578e+01,9.021860130031740255e-01,4.956160184561095999e-02,7.244431010997581799e-02,5.500000000000000028e-02
1.034188866615295410e+01,9.075264886089072780e-01,5.160367770222525768e-02,7.256222102789698647e-02,5.500000000000000028e-02
1.035046839714050293e+01,9.041794206567237424e-01,5.226872126905027921e-02,7.379811754200440999e-02,5.500000000000000028e-02
1.035803866386413574e+01,8.967574922755229272e-01,5.268165233271782100e-02,7.526041875113717583e-02,5.500000000000000028e-02
1.036732840538024902e+01,9.082154382668912174e-01,5.591192810834366700e-02,7.390446470425222902e-02,5.500000000000000028e-02
1.037548422813415527e+01,9.026575613311035307e-01,5.789271480735957986e-02,7.298294733733266815e-02,5.500000000000000028e-02
1.038412737846374512e+01,9.087067108406519100e-01,6.104708079843630675e-02,7.409471550809408613e-02,5.500000000000000028e-02
1.039215397834777832e+01,9.016792296731782619e-01,6.273325926402066599e-02,7.425506730291359103e-02,5.500000000000000028e-02
1.040047216415405273e+01,9.000500722710083057e-01,6.474399635241918916e-02,7.161552678313597153e-02,5.500000000000000028e-02
1.040892052650451660e+01,8.937698285967415890e-01,6.673443558566562184e-02,6.707033721764871226e-02,5.500000000000000028e-02
1.041728830337524414e+01,8.951309476382343089e-01,7.147072021993203239e-02,6.810025513687113785e-02,5.500000000000000028e-02
1.042603373527526855e+01,8.912534791061480499e-01,7.524016063747823724e-02,6.443317532938047654e-02,5.500000000000000028e-02
1.043396139144897461e+01,8.958902400693899981e-01,7.979776618444919811e-02,6.522324749011183809e-02,5.500000000000000028e-02
